"BANK","IFSC","MICR","BRANCH","ADDRESS","CONTACT","CITY","DISTRICT","STATE"
"BANK OF INDIA","BKID0WAINGB","NA","VIDHARBHA KONKAN GRAMIN BANK HO NAGPUR","OLD HUDKESHWAR NAKA NAGPUR-440034","2267447000.0","SOLAPUR","SOLAPUR","MAHARASHTRA"
"BANK OF INDIA","BKID0NAMRGB","452653002.0","NARMADA MALWA GB-INDORE BR","28, SOUTH RAJMOHALLA, INDORE - 452 002","7312341813.0","INDORE","INDORE","MADHYA PRADESH"
"BANK OF INDIA","BKID0JHARGB","NA","JHARKHAND GB-RANCHI BR","NEAR OVERBRIDGE, 5, MAIN ROAD, RANCHI- 834001","9431996700.0","RANCHI","RANCHI","JHARKHAND"
"BANK OF INDIA","BKID0BILDSK","WAITING","BILL DESK BKC","STAR HOUSE C 5 G BLOCK GROUND FLOOR BANDRA KURLA COMPLEX BANDRA EAST MUMBAI 400 051","0.0","MUMBAI","GREATER BOMBAY","MAHARASHTRA"
"BANK OF INDIA","BKID0BESCOM","NA","BESCOM CANTONMENT","JYOTHI MAHAL 49 ST MARKS ROAD CANTONMENT BANGALORE 560001","22959473.0","BANGALORE","BANGALORE URBAN","KARNATAKA"
"BANK OF INDIA","BKID0ARYAGB","NA","ARYAVART GB-GOMTI NAGAR BR","1/54, VIKAS KHAND, GOMTI NAGAR, LUCKNOW","5226455002.0","LUCKNOW","LUCKNOW","UTTAR PRADESH"
"BANK OF INDIA","BKID099BKCB","560226264.0","BHAVASARA KSHATRIYA COOP BANK HO","NO 63 69 SAHAKARA SADANA 24TH CROSS KILARI ROAD 560053","22972781.0","BANGALORE","BANGALORE URBAN","KARNATAKA"
"BANK OF INDIA","BKID000TEAB","WAITING","TEA BOARD","23A NETAJI SUBHASH ROAD KOLKATA 700 001","22624136.0","KOLKATA","KOLKATA","WEST BENGAL"
"BANK OF INDIA","BKID000PIGW","NA","RTGS-HO","MUMBAI","0.0","MUMBAI","MUMBAI","MAHARASHTRA"
"BANK OF INDIA","BKID000DCBL","700013251.0","DHAKURIA CO OP BANK LTD DHAKURIA","68 TANUPUKUR ROAD DHAKURIA KOLKATA 700031","9433408082.0","KOLKATA","KOLKATA","WEST BENGAL"
"BANK OF INDIA","BKID0009975","450013503.0","ATUDKHAS","VILLAGE & POST ATUDKHASVIA NIMAR KHEDI, DIST KHANDWA","7323268625.0","ATUDKHAS (DIST. KHANDWA)","ATUDKHAS (DIST. KHANDWA)","MADHYA PRADESH"
"BANK OF INDIA","BKID0009969","466013508.0","REHTI","BIJASEN COLONYMAIN ROAD SEHORE","7564232440.0","SEHORE","SEHORE","MADHYA PRADESH"
"BANK OF INDIA","BKID0009968","465013517.0","DHABLIKALAN","VILL. DHABLIKALANTEHSIL KHILCHIPUR, DIST RAJGARH","7370281444.0","DHABLIKALAN (DIST.RAJGARH)","DHABLIKALAN (DIST.RAJGARH)","MADHYA PRADESH"
"BANK OF INDIA","BKID0009967","465013519.0","KACHRI","PANCHAYAT BHAVAN, VILL.KACHRIVIA BIAORA, BLOCK & DIST.RAJGARH,","7374281488.0","KACHRI (DIST. RAJGARH)","KACHRI (DIST. RAJGARH)","MADHYA PRADESH"
"BANK OF INDIA","BKID0009966","465013518.0","JETPUR KALA","AT & POST JETPUR KALATEHSIL KHILCHIPUR,DIST RAJGARH","7370273781.0","JETPUR KALA (DIST. RAJGARH)","JETPUR KALA (DIST. RAJGARH)","MADHYA PRADESH"
"BANK OF INDIA","BKID0009965","465013512.0","BAMLABE","KHOORI,AT BAMLABE, POST KHURI,TAHSIL & DIST.RAJGARH","7374281158.0","KHURI TAHSIL & DIST.RAJGARH","KHURI TAHSIL & DIST.RAJGARH","MADHYA PRADESH"
"BANK OF INDIA","BKID0009964","465013521.0","KAREDI","CHOWK, VILLAGE KAREDIDISTRICT RAJGARH (BIAORA),","7372256525.0","KAREDI (DIST. RAJGARH)","KAREDI (DIST. RAJGARH)","MADHYA PRADESH"
"BANK OF INDIA","BKID0009963","465013513.0","BHOJPURIA (PACHORE)","PADAMPURA ROADNEW COLONY,DIST RAJGARH","7374263392.0","BHOJPURIA (PACHORE) (DIST. RAJGARH)","BHOJPURIA (PACHORE) (DIST. RAJGARH)","MADHYA PRADESH"
"BANK OF INDIA","BKID0009962","465013520.0","KARANWAS","KOMAL SADAN,AT & POST KARANWAS,VIA PACHORE, DIST RAJGARH","7374252231.0","KARANWAS","KARANWAS","MADHYA PRADESH"
"BANK OF INDIA","BKID0009961","465013524.0","MACHALPUR","AT & POST MACHALPURDISTRICT RAJGARH, TAL.ZIRAPUR,","7370271234.0","MACHALPUR (DIST. RAJGARH)","MACHALPUR (DIST. RAJGARH)","MADHYA PRADESH"
"BANK OF INDIA","BKID0009960","465013516.0","CHHAPIHEDA","AT & POST CHHAPIHEDATEHSIL KHILCHIPUR, DIST RAJGARH","7370276223.0","CHHAPIHEDA (DIST. RAJGARH)","CHHAPIHEDA (DIST. RAJGARH)","MADHYA PRADESH"
"BANK OF INDIA","BKID0009959","465013515.0","BODA","AT  & POST BODA,TAL. NARSINGHGARHDISTRICT RAJGARH,","7375243235.0","BODA (DIST. RAJGARH)","BODA (DIST. RAJGARH)","MADHYA PRADESH"
"BANK OF INDIA","BKID0009958","465013525.0","NARSINGHGARH","SAM COMPLEX, MAIN BAZARNARSINGHGARH, DIST. RAJGARH","7375245554.0","NARSINGHGARH","NARSINGHGARH","MADHYA PRADESH"
"BANK OF INDIA","BKID0009957","465013527.0","SARANGPUR","A. B. ROADNEAR BUS STAND,SARANGPUR DIST. RAJGARH","737122061.0","SARANGPUR (DIST.RAJGARH)","SARANGPUR (DIST.RAJGARH)","MADHYA PRADESH"
"BANK OF INDIA","BKID0009956","465013099.0","BIAORA SSI","BOMBAY-AGRA ROADBIAORA, DISTRICT RAJGARH,","7374232054.0","BIAORA (MP)","BIAORA (MP)","MADHYA PRADESH"
"BANK OF INDIA","BKID0009955","466013507.0","TALEN","MAIN STREETTALEN,TAL.NARSINGHGARH,","7371224729.0","TALEN (DIST. RAJGARH)","TALEN (DIST. RAJGARH)","MADHYA PRADESH"
"BANK OF INDIA","BKID0009953","465013523.0","KURAWAR","AT & POST KURAWAR,TAL.NARSINGHGARHDISTRICT RAJGARH,","7375244221.0","KURAWAR (DIST. RAJGARH)","KURAWAR (DIST. RAJGARH)","MADHYA PRADESH"
"BANK OF INDIA","BKID0009952","465013522.0","KHUJNER","AT & POST KHUJNER, TAL.RAJGARHDISTRICT RAJGARH,","7374257229.0","KHUJNER (DIST. RAJGARH)","KHUJNER (DIST. RAJGARH)","MADHYA PRADESH"
"BANK OF INDIA","BKID0009951","465013528.0","ZIRAPUR","MACHALPUR ROADZIRAPUR, DIST RAJGARH","7370275523.0","ZIRAPUR","ZIRAPUR","MADHYA PRADESH"
"BANK OF INDIA","BKID0009950","466013526.0","RAJGARH","KILLA ROADRAJGARH (BIAORA), DIST RAJGARH","7372255064.0","RAJGARH","RAJGARH","MADHYA PRADESH"
"BANK OF INDIA","BKID0009941","451013531.0","MAHESHWAR","HOUSE NO. 188, WARD NO. 9,DHAMNOD ROAD, MAHESHWAR","7283273173.0","MAHESHWAR(M.P.)","MAHESHWAR(M.P.)","MADHYA PRADESH"
"BANK OF INDIA","BKID0009939","451013529.0","PANSEMAL","WARD NO.1 NEAR BUST STANDAT & POST PANSEMAL DISTT BARWANI","0.0","PANSEMAL (DISTT BARWANI MP)","PANSEMAL (DISTT BARWANI MP)","MADHYA PRADESH"
"BANK OF INDIA","BKID0009938","451013528.0","KHETIA","SUBHASH CHOWK INFRONT OF SBIAT & POST KHETIA, DISTT BARWANI MP","0.0","KHETIA (DISTT BARWANI MP)","KHETIA (DISTT BARWANI MP)","MADHYA PRADESH"
"BANK OF INDIA","BKID0009937","451013530.0","MANDLESHWAR","HOUSE NO. 3 NEAR BUS STANDAT &POST MANDLESHWAR, DISTT KHARGONE MP","0.0","MANDLESHWAR","MANDLESHWAR","MADHYA PRADESH"
"BANK OF INDIA","BKID0009936","451013526.0","BEDIYA","PLOT NO. 82 PIPALGONE ROADBEDIYA, DISTT KHARGONE","0.0","BEDIYA (DISTT KHARGONE MP)","BEDIYA (DISTT KHARGONE MP)","MADHYA PRADESH"
"BANK OF INDIA","BKID0009935","451013532.0","KASRAWAD","PLOT NO. 321/03 MAHESHWAR ROADKASRAWAD","0.0","KHARGONE","KHARGONE","MADHYA PRADESH"
"BANK OF INDIA","BKID0009934","451013527.0","BHIKANGAON","WARD NO. 1, MG RD, OPP SHAHID SMARAK,BHIKANGAON DISTT KHARGONE","7288222456.0","BHIKANGAON (MP)","BHIKANGAON (MP)","MADHYA PRADESH"
"BANK OF INDIA","BKID0009933","451013511.0","JETAPUR ROAD","BHANDARI FERTILIZERSJETAPUR ROAD","7282243618.0","KHARGONE","KHARGONE","MADHYA PRADESH"
"BANK OF INDIA","BKID0009931","451013518.0","MEHATGAON","AT & P.O. MEHATGAONBLOCK SENDHWA, DIST.BARWANI","7281283192.0","MEHATGAON (DIST. BARWANI)","MEHATGAON (DIST. BARWANI)","MADHYA PRADESH"
"BANK OF INDIA","BKID0009930","451013514.0","RAJPUR","JAWAHAR CHOWK, BADWANI ROADRAJPUR, DISTRICT BARWANI,","7284256235.0","RAJPUR (DIST. BARWANI)","RAJPUR (DIST. BARWANI)","MADHYA PRADESH"
"BANK OF INDIA","BKID0009929","451013507.0","DODWA","VILLAGE & P. O. DODWAINDORE-KHANDWA STATEHIGHWAY, DIST KHARGONE","7280277222.0","DODWA (DIST.KHARGONE)","DODWA (DIST.KHARGONE)","MADHYA PRADESH"
"BANK OF INDIA","BKID0009928","451013502.0","BALAKWADA","AT & P.O. BALAKWADATEHSIL KASRAWAD, DIST KHARGONE","7285268634.0","BALAKWADA (DIST. KHARGONE)","BALAKWADA (DIST. KHARGONE)","MADHYA PRADESH"
"BANK OF INDIA","BKID0009927","451013508.0","NAGZIRI","VILLAGE & POST NAGZIRITEHSIL KHARGONE, DIST KHARGONE","7282262357.0","NAGZIRI (DIST.KHARGONE)","NAGZIRI (DIST.KHARGONE)","MADHYA PRADESH"
"BANK OF INDIA","BKID0009926","451013520.0","BAGOD","AT & POST BAGODTEHSIL BARWAHA, DIST KHARGONE","7280261614.0","BAGOD (DIST. KHARGONE)","BAGOD (DIST. KHARGONE)","MADHYA PRADESH"
"BANK OF INDIA","BKID0009925","451013515.0","TALWADA BUZURG","VILLAGE & POST TALWADA BUZURGTEHSIL BARWANI, DIST BARWANI","7290255203.0","TALWADA BUZURG (DIST. BARWANI)","TALWADA BUZURG (DIST. BARWANI)","MADHYA PRADESH"
"BANK OF INDIA","BKID0009924","451013525.0","BANGARDA","AT & POST BANGARDAVIA NIMARKHEDI, TEHSIL BARWAHA, DIST KHARGONE","7323289028.0","BANGARDA (DIST. KHARGONE)","BANGARDA (DIST. KHARGONE)","MADHYA PRADESH"
"BANK OF INDIA","BKID0009923","451013503.0","BALSAMUD","AT & POST BALSAMUDTEHSIL KASRAWAD, DIST KHARGONE","7285222024.0","BALSAMUD (DIST. KHARGONE)","BALSAMUD (DIST. KHARGONE)","MADHYA PRADESH"
"BANK OF INDIA","BKID0009922","451013051.0","BARWANI","PADMAVATI COMPLEX, NEAR PANJATANIYA SCHOOLJAIN MANDIR CHAURAHA, BARWANI, M.P.","7290224665.0","BARWANI","BARWANI","MADHYA PRADESH"
"BANK OF INDIA","BKID0009921","451013505.0","BARUD (TANDA)","AT & POST BARUDTEHSIL KHARGAON, DIST KHARGONE","7282266726.0","BARUD (TANDA) (DIST.KHARGONE)","BARUD (TANDA) (DIST.KHARGONE)","MADHYA PRADESH"
"BANK OF INDIA","BKID0009920","451013521.0","BALWADA","AT & POST BALWADATEHSIL BARWAHA, DIST. KHARGONE","7280261234.0","BALWADA (DIST. KHARGONE)","BALWADA (DIST. KHARGONE)","MADHYA PRADESH"
"BANK OF INDIA","BKID0009919","451013522.0","DHARGAON","AT & POST DHARGAONTEHSIL MAHESHWAR, DIST. KHARGONE","7283222432.0","DHARGAON (DIST. KHARGONE)","DHARGAON (DIST. KHARGONE)","MADHYA PRADESH"
"BANK OF INDIA","BKID0009917","451013509.0","OON","AT & POST OONTEHSIL & DIST. KHARGONE,","7282261326.0","OON (DIST. KHARGONE)","OON (DIST. KHARGONE)","MADHYA PRADESH"
"BANK OF INDIA","BKID0009916","451013524.0","PIPLIA","AT & POST PIPLIA (BUZURG)TEHSIL MAHESHWAR, DIST KHARGONE","7280262239.0","PIPLIA (DIST. KHARGONE)","PIPLIA (DIST. KHARGONE)","MADHYA PRADESH"
"BANK OF INDIA","BKID0009915","451013504.0","BAMNALA","AT & POST BAMNALA, KHARGONE ROADTEHSIL BHIKANGAON, DIST BAMNALA","7288260429.0","BAMNALA (DIST. KHARGONE)","BAMNALA (DIST. KHARGONE)","MADHYA PRADESH"
"BANK OF INDIA","BKID0009914","451013517.0","BALWADI","AT & POST BALWADITEHSIL SENDHWA, DIST BARWANI","7281262223.0","BALWADA (DIST. KHARGONE)","BALWADA (DIST. KHARGONE)","MADHYA PRADESH"
"BANK OF INDIA","BKID0009913","451013501.0","ANAKWADI","AT ANAKWADIPOST BISTHAN, DIST KHARGONE","7282252225.0","ANAKWADI (DIST. KHARGONE)","ANAKWADI (DIST. KHARGONE)","MADHYA PRADESH"
"BANK OF INDIA","BKID0009912","451013513.0","PATI NIMAR","AT & POST PATIDISTRICT BARWANI,","7290232323.0","PATI NIMAR (DIST. BARWANI)","PATI NIMAR (DIST. BARWANI)","MADHYA PRADESH"
"BANK OF INDIA","BKID0009911","451013510.0","ZIRNIYA","AT & P. O. ZIRNIYADISTRICT KHARGONE,","7289247028.0","ZIRNIYA (DIST. KHARGONE)","ZIRNIYA (DIST. KHARGONE)","MADHYA PRADESH"
"BANK OF INDIA","BKID0009908","451013512.0","ANJAD","JATA SHANKAR CHOWKAT POST ANJAD, DIST BARWANI","7284251042.0","ANJAD (DIST. BARWANI)","ANJAD (DIST. BARWANI)","MADHYA PRADESH"
"BANK OF INDIA","BKID0009907","451013151.0","BARWAHA","109, NARMADA ROADAT & POST BARWAHA, DIST KHARGONE","7280222085.0","BARWAHA (DIST. KHARGONE)","BARWAHA (DIST. KHARGONE)","MADHYA PRADESH"
"BANK OF INDIA","BKID0009905","451013516.0","THIKRI","AT POST THIKRITEHSIL RAJPUR, DIST BARWANI","7284267223.0","THIKRI (DIST. BARWANI)","THIKRI (DIST. BARWANI)","MADHYA PRADESH"
"BANK OF INDIA","BKID0009904","451013523.0","KARHI","AT KARHIDISTRICT KHARGONE,","7283255222.0","KARHI (DISTRICT KHARGONE)","KARHI (DISTRICT KHARGONE)","MADHYA PRADESH"
"BANK OF INDIA","BKID0009903","451013519.0","OZAR","AT & P.O. OZARTEHSIL RAJPUR, DIST BARWANI","7284264225.0","OZAR (DIST. BARWANI)","OZAR (DIST. BARWANI)","MADHYA PRADESH"
"BANK OF INDIA","BKID0009902","451013101.0","SENDHWA SME","DAJI BHAVAN, MOTI BAGH CHOWKSENDHWA,","7281224843.0","SENDHWA","SENDHWA","MADHYA PRADESH"
"BANK OF INDIA","BKID0009901","451013201.0","SANAWAD","LAXMI NIWASSANAWAD, DIST. KHARGONE","7280234614.0","SANAWAD","SANAWAD","MADHYA PRADESH"
"BANK OF INDIA","BKID0009900","451013001.0","KHARGONE SME","BIRLA MARGKHARGONE,  DIST KHARGONE","7282233161.0","KHARGONE","KHARGONE","MADHYA PRADESH"
"BANK OF INDIA","BKID0009824","WAITING","GARDAWAD","VILL PO GARDAWAD TEHSHIL DHAR DISTRICT DHAR MP 454001","0.0","DHAR","DHAR","MADHYA PRADESH"
"BANK OF INDIA","BKID0009823","454013522.0","LONGSARI","VILL AND PO LONGSARI TEHSHIL DHAR DISTRICT DHAR MP 454221","0.0","DHAR","DHAR","MADHYA PRADESH"
"BANK OF INDIA","BKID0009822","454013517.0","DHARAMPURI","AT KHALGHAT MANAWAR ROADDHARAMPURI JUNCTION","7291264011.0","DHAR","DHAR","MADHYA PRADESH"
"BANK OF INDIA","BKID0009821","454013518.0","SINGHANA","KUKSHI BARWANI ROAD JUNCTION AT & POST - SINGHANA, DISTT DHAR","0.0","SINGHANA (DISTT DHAR) MP","SINGHANA (DISTT DHAR) MP","MADHYA PRADESH"
"BANK OF INDIA","BKID0009820","454013516.0","NAGDA (DHAR)","SANKHLA  COMPLEX, MANDI ROAD,  NAGDA,DIST. DHAR, MADHYA PRADESH","9893964553.0","NAGDA (DHAR)","NAGDA (DHAR)","MADHYA PRADESH"
"BANK OF INDIA","BKID0009819","NA","RAJGARH (DHAR)","PALIKA NIDHI COMPLEXRAJGARH (DHAR)","7296235881.0","RAJGARH (DHAR)","RAJGARH (DHAR)","MADHYA PRADESH"
"BANK OF INDIA","BKID0009818","454013504.0","BAGDI","BUS STAND, AT & POST BAGDITEHSIL DHAR, DIST. DHAR,","7292273743.0","BAGDI (DIST. DHAR)","BAGDI (DIST. DHAR)","MADHYA PRADESH"
"BANK OF INDIA","BKID0009817","454013505.0","BARDA","VILLAGE BARDA, POST ALITEHSIL KUKSHI,","7297234838.0","BARDA (DIST .DHAR)","BARDA (DIST .DHAR)","MADHYA PRADESH"
"BANK OF INDIA","BKID0009816","452013022.0","PITHAMPUR INDUSTRIAL ESTATE","402,E/1, SECTORMHOW NEEMUCH ROAD,PITHAMPUR,","7292252438.0","INDORE","INDORE","MADHYA PRADESH"
"BANK OF INDIA","BKID0009815","454013512.0","MULTHAN","TEHSIL BADNAWARDISTRICT DHAR,","7295276424.0","MULTHAN (DIST. DHAR)","MULTHAN (DIST. DHAR)","MADHYA PRADESH"
"BANK OF INDIA","BKID0009814","454013507.0","DHAMNOD","BOMBAY-AGRA ROADAT & POST DHAMNOD, DIST DHAR","7291222092.0","DHAMNOD (DIST. DHAR)","DHAMNOD (DIST. DHAR)","MADHYA PRADESH"
"BANK OF INDIA","BKID0009813","454013514.0","RINGNOD","AT & POST RINGNOD, SADAR BAZARTEHSIL SARDARPUR, DIST DHAR","7296266238.0","RINGNOD (DIST.DHAR)","RINGNOD (DIST.DHAR)","MADHYA PRADESH"
"BANK OF INDIA","BKID0009812","452013023.0","SAGORE","AT & POST SAGORETEHSIL DHAR, DIST DHAR","7292256684.0","SAGORE (DIST. DHAR)","SAGORE (DIST. DHAR)","MADHYA PRADESH"
"BANK OF INDIA","BKID0009811","454013509.0","KANWAN","AT & POST KANWANTEHSIL BADNAWAR, DIST. DHAR","7295263231.0","KANWAN (DIST. DHAR)","KANWAN (DIST. DHAR)","MADHYA PRADESH"
"BANK OF INDIA","BKID0009810","451013099.0","GHATABILLOD","GHATABILLOD, SANWARIYA NAGARBEHIND PETROL PUMP,GHATABILLOD, DIST DHAR","7292277229.0","GHATABILLOD (DIST.DHAR)","GHATABILLOD (DIST.DHAR)","MADHYA PRADESH"
"BANK OF INDIA","BKID0009809","454013501.0","AMZERA","AT & POST AMZERA, SADAR BAZARTEHSIL SARDARPUR,","7296261436.0","AMZERA (DIST. DHAR)","AMZERA (DIST. DHAR)","MADHYA PRADESH"
"BANK OF INDIA","BKID0009808","454013513.0","NISARPUR","AT & POST NISARPURTEHSIL KUKSHI, DIST DHAR","7297266634.0","NISARPUR (DIST. DHAR)","NISARPUR (DIST. DHAR)","MADHYA PRADESH"
"BANK OF INDIA","BKID0009807","454013506.0","DAHI","MAIN ROADAT & POST DAHI, DIST DHAR","7297261463.0","DAHI (DIST DHAR)","DAHI (DIST DHAR)","MADHYA PRADESH"
"BANK OF INDIA","BKID0009806","454013510.0","KESUR","SADAR BAZARAT & P. O. KESUR, DIST. DHAR","7292274223.0","KESUR (DIST. DHAR)","KESUR (DIST. DHAR)","MADHYA PRADESH"
"BANK OF INDIA","BKID0009804","454013502.0","BADNAWAR","27 JAWAHAR MARGBANDNAWAR, DIST DHAR","7295232043.0","BADNAWAR (DIST. DHAR)","BADNAWAR (DIST. DHAR)","MADHYA PRADESH"
"BANK OF INDIA","BKID0009803","454013511.0","KUKSHI","DHAR CHIKHALDA MARGKUKSHI, DIST. DHAR","7297234523.0","KUKSHI (DIST. DHAR)","KUKSHI (DIST. DHAR)","MADHYA PRADESH"
"BANK OF INDIA","BKID0009802","454013101.0","MANAWAR","DHAR ROADNEAR SHRI KRISHNA TALKIES,MANAWAR, DIST DHAR","7294232237.0","MANAWAR (DIST. DHAR)","MANAWAR (DIST. DHAR)","MADHYA PRADESH"
"BANK OF INDIA","BKID0009801","454013503.0","BAGH","33, SADAR BAZARBAGH, DIST DHAR","7297267241.0","BAGH (DIST. DHAR)","BAGH (DIST. DHAR)","MADHYA PRADESH"
"BANK OF INDIA","BKID0009800","454013099.0","DHAR","8,BOHRA BAKHAL, DHARMADHYA PRADESH - 454 001.","7292222311.0","DHAR","DHAR","MADHYA PRADESH"
"BANK OF INDIA","BKID0009730","WAITING","RAM NAGAR","PLOT NO 2072 MUNICIPAL HOUSE NO 101 137 SUMATI PALACE OPP RANJAN SABHAGRUHA 442001","8806550193.0","WARDHA","WARDHA","MAHARASHTRA"
"BANK OF INDIA","BKID0009728","442013566.0","SINDI RAILWAY","H/O MR.DILIP GOPALDAS AGRAWAL MAHALAXMI BHAVASINDI RAILWAY TAHSILSELU, DISTRICT WARDHA. MA","7155266012.0","WARDHA","WARDHA","MAHARASHTRA"
"BANK OF INDIA","BKID0009727","442013565.0","TALEGAON","PLOT NO.8, WARD NO.31, RAMDARA, AT-TALEGAON,TAHSIL-ASHTI, DISTRICT-WARDHA.","0.0","TALEGAON","TALEGAON","MAHARASHTRA"
"BANK OF INDIA","BKID0009726","442013004.0","BORGAON MEGHE","H/O MRS.HEMLATA ANANDRAO MEGHE,HOUSE NO.2447WARD NO.76,BORGAON (MEGHE)","7152.0","WARDHA","WARDHA","MAHARASHTRA"
"BANK OF INDIA","BKID0009725","442013563.0","KARANJA GHATGE","PLOT NO-36, WARD NO-1, NEAR KALAMBE HOSPITALKARANJA GHATGE DIST: WARDHA","0.0","KARANJA GHADGE (DISTT WARDHA)","KARANJA GHADGE (DISTT WARDHA)","MAHARASHTRA"
"BANK OF INDIA","BKID0009724","442013560.0","SAMUDRAPUR","NIKHADE BHAWAN, PLOT NO. -5, SURVEY NO. 43/2SAMUDRAPUR, DISTT WARDHA","0.0","SAMUDRAPUR (DISTT WARDHA)","SAMUDRAPUR (DISTT WARDHA)","MAHARASHTRA"
"BANK OF INDIA","BKID0009723","442013555.0","ARVI","PLOT NO. 1028, WARD NO. 5, JAJOO WADI,BEHIND CIVIL COURT, AT & PO ARVI, DT. WARDHA","0.0","ARVI (WARDHA)","ARVI (WARDHA)","MAHARASHTRA"
"BANK OF INDIA","BKID0009722","442013556.0","DEOLI","HOUSE OF SHRI DP DAFRE, WARD NO.8DEOLI, AT & PO DEOLI, DISTT WARDHA","7158254336.0","DEOLI (DISTT WARDHA) MH","DEOLI (DISTT WARDHA) MH","MAHARASHTRA"
"BANK OF INDIA","BKID0009721","442013003.0","HINDI VISHWA VIDYALAYA","MAHATMA GANDHI ATARRASTRYAVISHWA VIDYALAYA CAMPUS, PANCHTILA","7152255948.0","WARDHA","WARDHA","MAHARASHTRA"
"BANK OF INDIA","BKID0009720","442013002.0","ARVI NAKA","GAJANAN NAAGAR ARVI RD.ARVINAKA DISTT.WARDHA","7152243688.0","WARDHA","WARDHA","MAHARASHTRA"
"BANK OF INDIA","BKID0009719","442013501.0","ANTORA","AT & POST ANTORATAHSIL ASHTI, DIST WARDHA","7157232230.0","ANTORA (DIST. WARDHA)","ANTORA (DIST. WARDHA)","MAHARASHTRA"
"BANK OF INDIA","BKID0009718","442013516.0","SUKLI (BAI)","AT & POST SUKLI (BAI)TAHSIL SELOO, DIST. WARDHA","7152268032.0","SUKLI (BAI) (DIST. WARDHA)","SUKLI (BAI) (DIST. WARDHA)","MAHARASHTRA"
"BANK OF INDIA","BKID0009717","442013511.0","POHANA","AT & POST POHANATALUKA HINGANGHAT, DIST. WARDHA","7153252630.0","POHANA (DIST. WARDHA)","POHANA (DIST. WARDHA)","MAHARASHTRA"
"BANK OF INDIA","BKID0009716","442013506.0","KANDHALI","AT & POST KANDHALITEHSIL SAMUDRAPUR, DIST WARDHA","7151270333.0","KANDHALI (DIST. WARDHA)","KANDHALI (DIST. WARDHA)","MAHARASHTRA"
"BANK OF INDIA","BKID0009715","442013508.0","MANDGAON","AT & POST MANDGAONTEHSIL SAMUDRAPUR, DIST WARDHA","7151235320.0","MANDGAON (DIST. WARDHA)","MANDGAON (DIST. WARDHA)","MAHARASHTRA"
"BANK OF INDIA","BKID0009714","442013517.0","THANEGAON","AT & POST THANEGAONTALUKA KARANJA (GHADGE), DIST. WARDHA","7157252230.0","THANEGAON (DIST. WARDHA)","THANEGAON (DIST. WARDHA)","MAHARASHTRA"
"BANK OF INDIA","BKID0009713","442013514.0","SAHOOR","AT & POST SAHOORTEHSIL ASHTI, DIST. WARDHA","7157231124.0","SAHOOR (DIST. WARDHA)","SAHOOR (DIST. WARDHA)","MAHARASHTRA"
"BANK OF INDIA","BKID0009712","442013518.0","WADNER","AT & POST WADNERTALUKA HINGANGHAT, DISTT. WARDHA","7153255829.0","WADNER (DIST. WARDHA)","WADNER (DIST. WARDHA)","MAHARASHTRA"
"BANK OF INDIA","BKID0009711","442013507.0","KANGAON","AT & POST KANGAONTALUKA - HINGANGHAT, DIST. WARDHA","7153251424.0","KANGAON (DIST. WARDHA)","KANGAON (DIST. WARDHA)","MAHARASHTRA"
"BANK OF INDIA","BKID0009710","442013503.0","BHIDI","SHRI BAPURAOJI N KALE'S BLDG. NEAR ST STANDMAIN ROAD, TAH DEOLI, DISTT. WARDHA","7158252626.0","BHIDI (DIST. WARDHA)","BHIDI (DIST. WARDHA)","MAHARASHTRA"
"BANK OF INDIA","BKID0009709","442013510.0","NACHANGAON","AT & POST NACHANGAONDISTRICT WARDHA,","7158282134.0","NACHANGAON (DIST. WARDHA)","NACHANGAON (DIST. WARDHA)","MAHARASHTRA"
"BANK OF INDIA","BKID0009708","442013505.0","JAM","JAM BRANCH, TAHSIL  SAMUDRAPURDIST-WARDHA PIN 442305","7151225437.0","JAM (DIST-WARDHA)","JAM (DIST-WARDHA)","MAHARASHTRA"
"BANK OF INDIA","BKID0009707","442013504.0","HINGANI","AT & POST HINGANITEHSIL SELOO, DIST. WARDHA","715565522.0","HINGANI (DIST. WARDHA)","HINGANI (DIST. WARDHA)","MAHARASHTRA"
"BANK OF INDIA","BKID0009706","442013099.0","HINGANGHAT","NEAR KARANJA CHOWKHINGANGHAT, DISTRICT WARDHA,","7153244160.0","HINGANGHAT ( MH)","HINGANGHAT ( MH)","MAHARASHTRA"
"BANK OF INDIA","BKID0009705","442013513.0","ROHANA","ROHANADISTRICT WARDHA,","7157230222.0","ROHANA (DIST. WARDHA)","ROHANA (DIST. WARDHA)","MAHARASHTRA"
"BANK OF INDIA","BKID0009704","442013502.0","ASHTI","AT & POST ASHTI, TAH ASHTIDSTT. WARDHA","7156225617.0","ASHTI  (DIST. WARDHA)","ASHTI  (DIST. WARDHA)","MAHARASHTRA"
"BANK OF INDIA","BKID0009703","442013512.0","PULGAON","CAMP ROADPULGAON, DIST. WARDHA","7158282091.0","PULGAON","PULGAON","MAHARASHTRA"
"BANK OF INDIA","BKID0009702","442013509.0","MORANGANA","AT MORANGANAP. O. KHARANGANA, TALUKA ARVI,  DISTT. WARDHA","7157235128.0","MORANGANA (DIST. WARDHA)","MORANGANA (DIST. WARDHA)","MAHARASHTRA"
